order_id|user_id|order_number|order_dow|order_hour_of_day
3290886|43432|18|4|9
1214373|43432|19|2|12
2336176|43432|20|5|15
2892656|43432|21|1|14
858756|43432|22|5|10
2696676|43432|23|3|9
1693990|43432|24|2|13
1440334|43432|25|3|10
2685820|43432|26|1|19
1889725|43432|27|1|15
1820953|43432|28|1|11
721810|43432|29|2|15
1972209|43432|30|6|15
2850248|43432|31|5|16
209071|43432|32|4|12
620421|43432|33|6|16
953520|43497|1|1|21
474613|43497|2|3|16
1425601|43497|3|6|18
1645869|43497|4|3|16
1024423|43497|5|5|18
1289440|43497|6|5|10
637913|43641|1|1|16
3253821|43641|2|1|0
2804506|43641|3|0|15
2201653|43641|4|5|11
3241335|43641|5|6|11
1641154|43641|6|1|13
19695|43641|7|4|14
354450|43641|8|3|15
67723|43641|9|5|9
1292836|43641|10|5|10
1518558|43641|11|6|14
1762259|43641|12|3|10
2910590|43641|13|4|14
3351915|43641|14|3|16
3317538|43641|15|3|13
3336381|43641|16|6|13
1363|43813|1|2|13
1962599|43813|2|1|15
2545552|43813|3|4|14
1830225|43813|4|2|12
1122898|43813|5|2|14
1615906|43813|6|1|9
1646699|43813|7|4|14
416260|43813|8|1|15
1061399|43813|9|2|12
242123|43813|10|2|13
2039421|43847|1|6|15
2035977|43847|2|3|14
1418350|43847|3|2|13
850583|43847|4|6|14
1512931|43847|5|1|15
683718|43847|6|3|12
3202254|43847|7|0|15
388060|43847|8|2|12
2135609|43847|9|4|20
2938836|43847|10|4|13
317384|43847|11|3|22
2898133|43938|1|4|9
449370|43938|2|5|16
3043968|43938|3|6|15
137956|43938|4|5|18
282012|43938|5|2|9
2353930|43938|6|0|21
730363|43938|7|1|17
1526932|43938|8|5|14
3232238|43938|9|3|9
1957708|43938|10|3|20
1827281|44187|1|0|16
2694210|44187|2|0|14
1027687|44187|3|0|14
1069142|44187|4|0|18
2416227|44187|5|2|15
3364920|44187|6|0|13
2440118|44470|1|2|23
821983|44470|2|3|7
454745|44470|3|2|9
3139302|44470|4|2|0
1827798|44470|5|1|22
1366159|44470|6|2|2
777372|44470|7|2|7
1473351|44470|8|1|0
3018899|44470|9|2|12
1402797|44470|10|3|11
1598030|44470|11|2|19
916202|44470|12|6|11
3284649|44470|13|2|8
2575022|44470|14|2|7
442664|44470|15|2|8
2660300|44470|16|1|9
98310|44470|17|3|14
2081310|44470|18|2|13
1078395|44470|19|6|8
495143|44470|20|3|11
23209|44624|1|2|10
3101755|44624|2|5|12
2719431|44624|3|4|11
17424|44624|4|5|10
1657161|44624|5|3|18
261217|44624|6|1|12
228089|44624|7|5|12
2694723|44624|8|5|14
1817532|44899|1|2|10
1733540|44899|2|6|10
1928555|44899|3|5|21
1285964|44899|4|0|10
628379|44899|5|6|12
1342899|44899|6|0|11
2117626|44899|7|1|9
3023214|44899|8|6|12
3406887|44899|9|3|9
1190192|44899|10|6|12
2804582|44899|11|0|13
2676704|44899|12|6|14
2981234|44899|13|0|12
3241711|44899|14|4|20
1126098|44899|15|1|10
1480503|44899|16|2|11
2491121|44899|17|6|11
1537427|44899|18|5|8
2077143|44899|19|6|14
2254583|44899|20|4|10
2258215|44899|21|3|20
1742458|44899|22|3|12
2841920|44899|23|6|11
92408|44899|24|6|12
2366039|44899|25|0|14
3217527|44899|26|0|14
46233|44899|27|5|12
2324063|44899|28|3|15
416144|44899|29|1|3
3397552|44899|30|5|9
521503|44899|31|0|13
26447|44899|32|6|11
1342031|44899|33|5|10
734344|44899|34|0|10
2886464|44899|35|6|11
1460486|44899|36|4|21
563936|45522|1|2|8
2747447|45522|2|5|9
548121|45522|3|1|10
1027800|45522|4|4|11
2964149|45522|5|2|10
2348460|45522|6|2|10
665715|45522|7|3|14
2110885|45522|8|2|10
2450018|45522|9|4|9
945152|45522|10|2|8
2575812|45522|11|3|10
220038|45522|12|1|9
3088975|45522|13|1|8
515373|45522|14|3|9
1966985|45522|15|1|9
243500|45522|16|2|9
1830841|45522|17|2|9
445538|45522|18|1|9
768166|45522|19|3|15
1074769|45522|20|2|9
499895|45522|21|2|8
649337|45522|22|2|8
126965|45522|23|4|16
1440409|45522|24|2|9
824977|45522|25|2|11
1896654|45522|26|2|9
2786407|45522|27|2|8
1813474|45522|28|1|17
549750|45522|29|2|9
201020|45522|30|2|11
444018|45522|31|3|10
2821726|45522|32|5|14
1966471|45522|33|3|14
221852|45522|34|1|8
659293|45939|1|2|9
941492|45939|2|2|11
3302581|45939|3|5|7
800417|45939|4|2|10
3251143|45939|5|6|13
2180782|45939|6|2|15
1935815|45939|7|6|12
116414|45939|8|4|12
1970091|45939|9|5|6
2043146|45939|10|4|18
2111244|45939|11|3|7
1081342|45939|12|2|13
2962674|45939|13|2|8
3088410|45939|14|0|18
1174910|45939|15|3|9
2387413|45939|16|0|9
2253862|45939|17|6|15
231467|45939|18|1|9
666036|45939|19|0|7
281520|45939|20|0|10
2341332|45939|21|0|8
579312|45939|22|1|10
1468024|46173|1|1|9
682487|46173|2|2|17
3339140|46173|3|6|13
393803|46173|4|6|15
2237488|46173|5|5|11
1538097|46173|6|3|17
2051743|46173|7|1|11
3238954|46173|8|5|11
1625283|46173|9|0|14
459560|46173|10|0|13
3372000|46173|11|2|17
1852215|46173|12|5|17
1007045|46173|13|4|18
498463|46173|14|3|18
1532372|46173|15|2|17
1430520|46173|16|5|12
1015440|46173|17|5|14
1929119|46173|18|5|18
1613606|46173|19|4|10
3067990|46173|20|0|9
715003|46502|1|3|9
2152118|46502|2|3|14
1906820|46502|3|2|21
1273400|46502|4|4|13
2886106|46502|5|3|18
2566436|46502|6|2|7
949941|47062|1|1|18
133274|47062|2|1|19
2411469|47062|3|3|14
4496|47062|4|4|12
1349891|47062|5|3|13
1174147|47062|6|2|13
2045731|47062|7|0|13
1392989|47062|8|4|14
2644518|47062|9|3|16
3267205|47062|10|6|13
2851716|47062|11|1|10
1236734|47062|12|3|19
524168|47336|1|5|9
1680081|47336|2|0|11
1684922|47336|3|3|16
2935091|47336|4|6|10
3136057|47336|5|5|15
502910|47336|6|4|13
628599|47336|7|0|13
1759250|47336|8|4|18
2501194|47336|9|4|14
1565985|47336|10|4|9
135840|47336|11|0|13
549929|47336|12|6|11
2270380|47336|13|6|18
1598715|47336|14|1|8
457472|47336|15|0|5
2810801|47336|16|5|13
4937|47336|17|0|13
249043|47336|18|5|11
2185134|47336|19|5|15
2763717|47336|20|2|19
1193258|47336|21|2|9
290984|47336|22|1|18
1587342|47336|23|1|16
2233044|47336|24|0|10
1595265|47336|25|2|11
1488267|47336|26|3|16
1863135|47336|27|5|11
2851301|47336|28|0|16
379447|48359|1|6|9
2567281|48359|2|2|11
2276655|48359|3|6|15
3307257|48359|4|1|10
3113499|48359|5|3|7
2502402|48359|6|4|10
637765|48359|7|0|9
1060230|48359|8|4|15
1534914|48359|9|2|9
783862|48359|10|5|10
2918150|48359|11|0|11
1559992|48359|12|2|20
2075597|48359|13|2|22
2082306|48359|14|3|10
2578479|48359|15|3|11
282174|48359|16|5|16
2860951|48359|17|6|17
3170628|48517|1|0|21
2083826|48517|2|2|22
3340089|48517|3|6|15
3227305|48517|4|2|23
3162995|48517|5|0|10
449730|48776|1|3|12
2982966|48776|2|1|10
866813|48776|3|3|10
655469|48776|4|4|8
1061342|48776|5|3|13
3333781|48776|6|3|10
2308064|48776|7|5|10
1933879|48778|1|0|19
1279726|48778|2|1|12
1475124|48778|3|3|14
556737|48778|4|2|12
2336069|48778|5|6|14
3163809|48778|6|2|20
953680|48778|7|6|16
394933|48995|1|1|13
967973|48995|2|6|16
1777184|48995|3|5|13
932246|48995|4|3|10
2292763|48995|5|1|13
1815722|48995|6|4|20
1262827|49851|1|2|15
2468178|49851|2|2|9
3066903|49851|3|4|14
1175776|49851|4|3|7
103599|49851|5|1|10
1546922|49851|6|0|8
482640|50014|1|2|9
1332699|50014|2|3|13
2912016|50014|3|0|17
533787|50014|4|2|18
2600995|50014|5|2|18
2748939|50014|6|1|20
1465647|50014|7|0|21
2101745|50014|8|6|23
398892|50014|9|2|10
780556|50014|10|4|22
1821847|50014|11|4|11
2917984|50014|12|4|7
2393530|50014|13|2|10
2004466|50027|1|6|14
1077200|50027|2|5|16
1419364|50027|3|5|16
1876337|50027|4|5|14
2623881|50027|5|5|17
1472100|50027|6|5|15
2385881|50027|7|1|12
2656474|50027|8|6|10
3244260|50628|1|2|10
1617979|50628|2|0|10
1537938|50628|3|4|9
1415139|50628|4|4|12
2800224|50628|5|3|10
1364489|50628|6|2|10
1270085|50628|7|5|13
1408230|50628|8|2|14
664113|50628|9|3|15
1024147|50628|10|1|13
2896293|50628|11|5|14
3242204|50628|12|1|18
925060|50628|13|6|15
1554251|50628|14|2|16
118763|50628|15|1|11
3194560|50628|16|0|13
2898730|50628|17|5|9
899542|50628|18|2|10
2403258|50628|19|1|7
84252|50628|20|1|7
1845873|50628|21|3|8
412492|50628|22|0|7
19925|50628|23|6|7
827957|50628|24|0|8
1348866|50628|25|4|18
3030202|50628|26|1|14
1798205|50628|27|5|13
102736|50628|28|3|13
1117923|50628|29|0|7
1544445|50628|30|6|9
2047960|50628|31|4|7
2695592|50628|32|1|10
3071176|50628|33|0|14
1926296|50628|34|1|7
2586451|50628|35|2|8
1319475|50628|36|5|9
2374103|50628|37|1|17
2522398|50628|38|5|10
2980970|50628|39|6|9
506572|50628|40|5|7
584684|50628|41|6|9
3032376|50628|42|3|11
2629355|50628|43|0|10
570633|50628|44|5|12
3086119|50628|45|3|9
589673|50628|46|1|8
61752|50628|47|5|10
2915394|50628|48|2|9
2006709|50632|1|5|20
1209663|50632|2|1|14
3349212|50632|3|0|17
1528101|50632|4|2|19
1818867|50632|5|0|13
3278880|50728|1|2|10
892486|50728|2|1|9
1546607|50728|3|1|10
1082188|50728|4|1|10
3375650|50728|5|3|11
1149548|50728|6|5|12
1189953|50728|7|4|15
3392424|50728|8|1|10
3225099|50728|9|1|14
1621926|50813|1|1|18
2001961|50813|2|0|11
1426921|50813|3|2|14
961417|50813|4|1|19
566703|50813|5|5|20
2301717|50813|6|0|19
869564|50813|7|1|21
2126481|50813|8|2|20
2318761|50813|9|3|17
436314|50813|10|3|18
1759112|50910|1|2|20
1405829|50910|2|3|20
2955683|50910|3|3|6
634690|50910|4|6|12
437929|50910|5|3|7
2533012|50910|6|3|13
1463790|50910|7|6|20
2007265|50910|8|1|9
515365|50910|9|4|13
867285|50910|10|2|7
40623|50910|11|4|7
998661|50910|12|4|19
39603|50910|13|5|6
2461254|50910|14|2|13
2085735|50910|15|3|10
1245355|50910|16|3|13
2472797|50910|17|3|11
2536196|50910|18|6|13
933702|50910|19|3|10
1917369|50910|20|3|19
2328839|50910|21|1|17
3090290|50910|22|2|11
2859231|50910|23|4|18
2933574|50910|24|4|12
1624981|50910|25|2|12
1673456|50910|26|3|8
2816863|51576|1|0|18
2135315|51576|2|1|17
1694619|51576|3|4|15
841425|51576|4|0|14
2106752|51576|5|1|7
2049200|51576|6|1|16
379253|51576|7|0|9
2691051|51576|8|2|16
34520|51576|9|0|15
524490|51576|10|0|16
3001414|51576|11|0|17
2326410|51576|12|0|17
3351967|51576|13|0|13
3297397|51576|14|0|10
1626156|51576|15|1|12
2138241|51576|16|0|11
2622696|51576|17|4|14
3362409|51576|18|1|17
3177529|51576|19|0|8
1481181|51576|20|3|12
728005|51576|21|0|15
2269588|51576|22|0|10
389050|51576|23|0|11
2891458|51576|24|1|17
217095|51576|25|0|12
3178565|51576|26|0|9
1394221|51576|27|0|15
303996|51576|28|0|16
1834936|51576|29|0|16
2184943|51576|30|1|16
2401728|51576|31|0|19
736641|51576|32|0|11
1658049|51576|33|1|8
3075345|51576|34|1|14
2367370|51576|35|0|9
636243|51576|36|0|9
2180634|51576|37|0|14
2790199|51576|38|3|12
1929900|51576|39|0|10
1461795|51576|40|0|12
3133057|51576|41|0|16
2089194|51576|42|0|16
1926011|51576|43|0|14
1496767|51576|44|3|8
1346885|51576|45|0|8
2096274|51576|46|0|15
1551435|51780|1|2|18
17835|51780|2|3|16
3291469|51780|3|2|16
751678|51780|4|1|15
342597|51780|5|1|16
2655007|51780|6|4|15
1006905|51780|7|2|8
2693853|51780|8|4|9
513960|51780|9|3|11
2343654|51780|10|3|8
377990|51780|11|4|10
654014|51780|12|2|12
338461|51780|13|1|19
986476|51780|14|2|15
3067645|51780|15|1|18
867338|51780|16|2|9
236991|51780|17|5|18
112085|51780|18|2|16
818207|51780|19|1|9
313672|51780|20|1|10
206870|51780|21|1|17
564371|51780|22|3|13
646170|51780|23|1|16
1143238|51780|24|1|13
1139248|51780|25|1|16
1410394|51780|26|2|14
2717556|51780|27|2|16
781395|51780|28|1|12
3376420|51780|29|0|9
1119286|51780|30|1|17
1423831|51780|31|1|10
1575489|51780|32|2|12
672642|51780|33|4|14
3260451|51780|34|2|8
676368|51780|35|1|16
2069160|51780|36|2|15
913272|51780|37|5|16
2736818|51780|38|4|16
350615|51780|39|1|12
1257266|51780|40|1|17
3285322|51780|41|1|11
373240|51780|42|3|16
3365838|51780|43|4|16
2656391|51780|44|5|17
383673|51780|45|5|13
229735|51780|46|2|9
161438|51780|47|2|17
3128971|51780|48|3|15
3009547|51780|49|2|14
569539|51780|50|1|16
3267098|51780|51|3|15
2377381|51780|52|4|15
1847426|51780|53|1|10
3260466|51780|54|4|16
1797351|51780|55|4|13
329893|51780|56|4|12
730020|51780|57|2|16
707801|51780|58|1|11
423193|51780|59|5|11
1730071|51780|60|4|13
1485527|51780|61|2|15
1347267|51780|62|1|14
716794|51780|63|5|9
1583960|51787|1|0|22
2732708|51787|2|6|0
1774010|51787|3|6|23
2387885|51787|4|0|9
2805490|51787|5|3|17
2408465|51787|6|0|15
2718637|51787|7|0|7
1590932|51787|8|0|8
1604076|51787|9|5|0
367159|51787|10|0|18
216590|51787|11|5|0
2097152|51787|12|4|21
57308|51787|13|6|18
3031669|51787|14|3|23
3197430|51787|15|6|12
1090852|51787|16|6|10
2871156|51787|17|6|13
2074938|51787|18|6|19
556790|51787|19|5|7
281724|51787|20|0|10
2835983|51787|21|6|10
2191307|51787|22|5|22
2883724|51787|23|6|23
1587649|51787|24|5|0
1600152|51809|1|6|16
1627814|51809|2|6|17
3266700|51809|3|5|21
276172|51809|4|5|21
3359807|51809|5|6|23
2179786|51809|6|0|11
2324325|51979|1|1|12
364470|51979|2|1|11
2110651|51979|3|5|13
831371|51979|4|2|10
130259|51979|5|3|8
106405|51979|6|1|11
3238607|51979|7|5|9
3301209|51979|8|1|10
2536561|51979|9|1|10
1085495|51979|10|3|13
1020230|51979|11|1|11
2630623|51979|12|1|8
2362994|51979|13|1|8
2312723|51979|14|1|8
2805809|51979|15|1|9
2432120|51979|16|1|11
73413|51979|17|1|10
2298429|51979|18|1|9
1460924|51979|19|1|8
324745|51979|20|1|9
2745600|51979|21|1|16
2572361|51979|22|2|8
3323164|51979|23|1|11
3243014|51979|24|2|8
2206904|51979|25|4|8
2902072|51979|26|1|10
1972678|51979|27|1|8
82327|51979|28|1|11
2110693|51979|29|1|10
2425292|51979|30|2|8
1334991|51979|31|2|8
538829|51979|32|1|8
1360997|51979|33|1|10
3119564|51979|34|1|10
269416|52008|1|4|14
2420248|52008|2|4|23
1574464|52008|3|5|16
2902025|52008|4|3|18
911508|52008|5|3|11
2283342|52008|6|4|15
182107|52008|7|3|14
275606|52008|8|3|22
1608765|52008|9|2|23
1807884|52008|10|2|22
821299|52008|11|5|18
2142207|52008|12|6|13
706935|52008|13|0|8
525342|52008|14|5|20
611398|52008|15|6|15
2195216|52008|16|0|9
678603|52008|17|6|18
1009336|52008|18|6|9
413251|52008|19|6|22
2148811|52008|20|4|16
548597|52008|21|6|19
1917973|52008|22|0|10
529072|52008|23|0|16
2880195|52008|24|6|7
3260693|52008|25|6|6
225974|52008|26|6|21
608858|52008|27|0|15
1578618|52008|28|0|10
3174634|52008|29|5|17
1870198|52008|30|6|12
242286|52008|31|5|18
2429345|52008|32|0|14
3155477|52008|33|0|15
996431|52008|34|1|6
2148674|52008|35|0|13
370332|52008|36|6|15
2108910|52008|37|6|6
1943408|52008|38|5|21
2023367|52008|39|5|23
2426511|52008|40|6|6
455207|52008|41|0|8
154547|52008|42|0|16
68953|52126|1|4|17
282608|52126|2|0|13
2796246|52126|3|1|11
2972852|52126|4|5|17
2833629|52126|5|2|15
128875|52126|6|4|18
70055|52126|7|1|17
3320828|52126|8|2|18
1675780|52126|9|1|13
519046|52126|10|3|15
1407150|52126|11|3|11
2661180|52126|12|0|10
1890057|52126|13|6|13
2514300|52126|14|0|9
436053|52126|15|3|16
1095975|52126|16|0|11
1986002|52126|17|0|8
2420860|52126|18|1|10
3032729|52126|19|2|16
1248193|52126|20|2|16
943004|52126|21|2|11
2502723|52126|22|1|14
3335844|52126|23|6|9
2550529|52126|24|4|10
2883888|52126|25|3|13
1461134|52126|26|0|11
140085|52126|27|3|13
2718176|52126|28|2|10
617624|52126|29|1|12
1400095|52126|30|4|14
640686|52126|31|2|14
3345354|52126|32|2|15
708283|52126|33|1|10
1420635|52126|34|3|12
136058|52126|35|5|14
3407657|52126|36|2|16
2722464|52290|1|3|15
1406065|52290|2|5|15
3156885|52290|3|3|14
2823677|52290|4|3|15
2248772|52290|5|2|15
3152354|52290|6|4|11
1139578|52290|7|5|14
1505503|52290|8|3|7
226220|52290|9|1|11
2304294|52290|10|5|10
381757|52290|11|5|10
1691147|52290|12|3|12
3340707|52290|13|0|14
3241439|52290|14|3|16
1503181|52290|15|0|15
1883946|52290|16|0|16
461677|52290|17|3|16
3286612|52290|18|3|19
959191|52290|19|5|11
2709992|52290|20|5|10
2586573|52290|21|0|17
2951431|52290|22|3|18
1544570|52290|23|2|10
2342956|52290|24|0|9
308319|52290|25|0|13
2625430|52290|26|1|9
2567705|52290|27|2|12
441834|52290|28|6|19
3206275|52290|29|5|11
3392164|52290|30|5|12
496223|52290|31|1|10
1879075|52290|32|0|16
1756229|52290|33|3|12
1674521|52290|34|6|16
1114377|52290|35|5|12
919652|52290|36|0|17
3030532|52290|37|0|15
2709794|52290|38|0|17
2495339|52290|39|4|20
1936349|52372|1|6|16
12326|52372|2|6|16
2194008|52372|3|6|23
3280724|52372|4|6|18
910057|52372|5|1|9
719418|52372|6|5|8
1891218|52372|7|6|12
1569130|53037|1|6|7
3166153|53037|2|1|18
2451916|53037|3|4|13
2519644|53037|4|2|14
2406083|53037|5|5|8
1862950|54156|1|5|15
1458380|54156|2|6|13
3234684|54156|3|5|9
1006645|54156|4|4|18
99903|54156|5|0|8
2629749|54156|6|6|9
2943088|54156|7|2|13
1718154|54156|8|2|10
2146888|54156|9|3|14
3315697|54156|10|0|8
3356737|54156|11|5|9
165963|54156|12|6|8
2468293|54233|1|4|17
1865922|54233|2|4|10
1701791|54233|3|3|22
1340932|54233|4|0|13
1145019|54233|5|6|13
1489125|54233|6|3|18
930687|54233|7|2|9
2191161|54233|8|5|19
661272|54236|1|5|13
3309967|54236|2|0|19
416801|54236|3|1|15
3346545|54236|4|0|10
1820040|54236|5|0|22
2609997|54236|6|0|12
1290354|54236|7|3|13
1618119|54236|8|6|12
3025390|54236|9|6|20
1645290|54236|10|1|13
174156|54236|11|4|9
2336253|54236|12|0|7
1717202|54236|13|2|21
2944061|54236|14|1|21
2995002|54236|15|5|14
2096279|54236|16|1|19
2831822|54236|17|3|19
1870386|54236|18|6|18
1822984|54236|19|1|11
857128|54236|20|4|21
322316|54236|21|0|9
2769072|54236|22|2|21
2045801|54236|23|5|20
1785274|54236|24|2|14
1738072|54236|25|0|8
2989770|54236|26|3|21
2692115|54236|27|2|21
335725|54236|28|1|13
164077|54236|29|6|22
1375771|54236|30|4|16
2983769|54236|31|1|12
3159632|54236|32|1|20
1149781|54236|33|2|18
173241|54236|34|5|10
3298254|54236|35|1|14
1386838|54236|36|2|15
1688459|54236|37|6|13
1655987|54236|38|2|17
2167097|54236|39|6|22
2007913|54236|40|6|21
2319025|54236|41|3|13
129190|54236|42|5|19
1393254|54236|43|3|19
1420797|54236|44|3|20
2818647|54236|45|3|16
1377509|54236|46|2|21
1125254|54236|47|1|11
1369401|54236|48|4|17
2814446|54236|49|1|13
161835|54236|50|6|22
201860|54308|1|3|9
233621|54308|2|3|9
1598529|54308|3|6|8
87806|54308|4|1|14
2748330|54308|5|4|13
3405668|54308|6|3|8
2112560|54308|7|1|11
958354|54308|8|6|21
1853419|54308|9|3|17
2361344|54308|10|2|10
1803401|54308|11|5|17
509642|54308|12|4|14
1691449|54308|13|1|17
35543|54308|14|6|8
3267720|54308|15|5|9
796895|54308|16|4|12
3320825|54308|17|2|12
766566|54308|18|0|20
2871046|54308|19|5|12
2921511|54308|20|3|15
11032|54308|21|0|12
1118414|54308|22|4|16
230247|54308|23|5|15
3417228|54308|24|1|9
1197573|54308|25|0|11
2940326|54308|26|2|14
1711588|54308|27|4|20
2626688|54308|28|3|14
2696143|54308|29|5|14
1470316|54308|30|4|16
1227028|54308|31|3|12
2951593|54308|32|4|11
2696983|54308|33|1|15
2508933|54308|34|4|16
1899172|54308|35|2|13
2906060|54308|36|0|8
3208425|54308|37|5|13
2923918|54308|38|3|14
1303236|54308|39|1|13
2175274|54308|40|0|17
2491887|54308|41|4|21
2535451|54940|1|0|9
2604150|54940|2|4|15
3132065|54940|3|0|10
1531761|54940|4|5|15
104070|54940|5|2|20
2803150|54940|6|4|19
377414|54940|7|1|17
3136348|54940|8|1|11
1050507|54940|9|5|18
1847692|54940|10|1|12
3063956|54940|11|0|12
49756|54940|12|4|16
62329|54940|13|3|14
1645326|54940|14|4|13
889827|54940|15|3|16
1347993|54940|16|0|6
472290|54940|17|5|12
449491|54940|18|6|14
391081|54940|19|6|13
3052457|54940|20|3|17
440221|54940|21|0|15
2294285|54940|22|0|6
2945975|54940|23|3|15
989411|54940|24|0|11
282312|54940|25|2|18
3206988|54940|26|3|18
101916|54940|27|4|20
2832695|54940|28|3|13
1603313|54940|29|0|17
2409397|54940|30|0|8
2001192|54940|31|1|15
2729181|54940|32|4|21
449525|54940|33|2|13
2449982|54940|34|1|12
1076181|54940|35|4|10
1831180|54940|36|3|16
2779951|54940|37|6|15
841716|55539|1|2|19
2947769|55539|2|4|19
1196577|55539|3|3|20
2906678|55539|4|4|17
1041109|55539|5|4|8
1680043|55539|6|0|13
1843491|55539|7|6|15
842490|55539|8|0|16
611940|55539|9|0|17
734428|55539|10|1|13
2151232|55539|11|0|12
2160532|55539|12|0|14
3092613|55539|13|0|15
2171050|55572|1|0|9
1565695|55572|2|6|15
3340338|55572|3|2|12
2115521|55572|4|1|6
1984185|55572|5|2|13
1972010|55572|6|6|16
2183679|55572|7|0|17
2581768|55572|8|6|12
2574564|55572|9|3|8
1045255|55572|10|1|17
2902691|55572|11|3|12
1354121|55572|12|6|6
3362136|55672|1|6|7
1018821|55672|2|3|16
841863|55672|3|6|10
3306434|55672|4|4|12
270273|55672|5|4|16
1489241|55672|6|3|8
1175797|55672|7|4|15
391663|55672|8|4|14
1545897|55672|9|4|11
1115676|55672|10|4|16
2856452|55672|11|6|7
736153|55672|12|4|15
2453506|55672|13|4|13
105234|55672|14|4|13
1278599|55672|15|4|8
311845|55672|16|5|10
390012|55672|17|5|18
2129287|55672|18|6|10
3114033|55672|19|4|14
3251744|55672|20|6|14
1156955|55672|21|5|19
3216968|55672|22|5|10
1466350|55672|23|6|17
502840|55672|24|6|17
1613089|55672|25|3|14
1428362|55672|26|3|13
86244|55672|27|1|13
547818|55672|28|2|15
397315|55672|29|1|17
1244042|55672|30|4|13
2934448|55672|31|4|13
665516|55672|32|5|18
538222|55672|33|1|17
124120|55672|34|5|14
1481348|55878|1|1|9
1936971|55878|2|4|15
1881075|55878|3|5|14
644116|55878|4|6|13
361696|55878|5|3|9
2212947|55878|6|5|19
347617|55878|7|2|20
1655053|55878|8|3|10
2102769|55878|9|2|18
2282152|55878|10|2|11
1146182|55878|11|4|9
2752867|55878|12|5|19
3116421|55878|13|1|14
2871478|55878|14|4|10
2773298|55878|15|2|6
1055468|55878|16|1|10
1300687|55878|17|3|19
2656967|55878|18|3|12
2276889|55878|19|2|9
396062|55878|20|5|19
2166727|55878|21|2|19
2624714|55878|22|6|12
145169|55878|23|4|14
1743202|56202|1|4|7
765913|56202|2|4|17
2460940|56202|3|5|12
2365340|56202|4|1|8
740691|56202|5|2|14
182892|56202|6|1|10
628024|56202|7|6|14
874045|56202|8|3|11
3008720|56202|9|1|7
1045356|56202|10|4|8
1503490|56202|11|2|8
2370035|56202|12|6|15
1513794|56202|13|3|8
740428|56202|14|6|8
1244941|56202|15|0|8
143435|56202|16|4|13
1351251|56202|17|6|13
647700|56202|18|1|8
783190|56202|19|5|8
323727|56202|20|3|14
2832099|56202|21|2|10
241484|56202|22|3|12
2653411|56474|1|2|11
1609649|56474|2|3|16
182249|56474|3|0|20
2454907|56474|4|2|17
551521|56474|5|2|11
2504694|56474|6|4|10
66982|56474|7|2|16
2875846|56474|8|2|13
2538614|56474|9|3|16
3234210|56474|10|3|17
2444686|56474|11|4|12
2471604|56474|12|3|14
781032|56474|13|3|15
2370560|56474|14|4|23
57603|56474|15|3|15
1099563|56474|16|4|10
2483983|56474|17|4|11
1722293|56474|18|3|13
2071580|56474|19|4|21
578025|56474|20|4|11
1549679|56474|21|4|12
197025|56474|22|0|19
576495|56527|1|4|10
2397702|56527|2|1|20
642522|56527|3|0|19
3239355|56527|4|2|13
3413664|56527|5|2|22
1384915|57078|1|4|8
996831|57078|2|3|8
967766|57078|3|4|8
1998175|57078|4|1|8
2883908|57078|5|3|11
987753|57078|6|4|8
2938440|57078|7|4|8
2157178|57349|1|0|1
2586970|57349|2|4|16
3407628|57349|3|3|10
590607|57349|4|4|15
1806529|57349|5|0|14
2517378|57349|6|6|9
2478951|57349|7|0|13
90150|57349|8|6|15
408406|57349|9|0|16
2927585|57349|10|6|10
640545|57349|11|0|17
1250454|57349|12|0|13
478256|57349|13|6|10
644679|57349|14|6|19
2739941|57376|1|2|11
2154464|57376|2|6|10
2693270|57376|3|5|12
1827391|57376|4|2|11
2483044|57376|5|4|10
1105706|57376|6|3|13
1303229|57376|7|2|12
356040|57376|8|2|13
2424346|57376|9|5|7
3053042|57376|10|4|12
794964|57376|11|2|12
1475007|57376|12|4|15
3171321|57376|13|1|11
2743779|57376|14|5|8
3318498|57376|15|2|16
2766829|57376|16|5|10
1753490|57376|17|2|15
1007216|57376|18|2|15
422687|57376|19|5|12
2915527|57376|20|1|13
823327|57376|21|1|12
345537|57376|22|5|11
686676|57376|23|2|13
1236813|57376|24|5|11
1972676|57376|25|5|10
2696172|57376|26|5|13
2326559|57376|27|1|11
2153860|57376|28|1|12
3361418|57376|29|5|10
874582|57376|30|3|11
2098846|57376|31|2|13
690330|57376|32|4|10
795683|57382|1|0|10
2376953|57382|2|0|10
526715|57382|3|5|23
2350479|57382|4|2|11
2820592|57382|5|6|13
2853621|57382|6|6|12
324166|57523|1|1|13
1031770|57523|2|4|11
1164982|57523|3|4|10
3392370|57523|4|3|11
1962884|57523|5|4|11
119226|57523|6|3|11
1381190|57523|7|3|10
1056394|57523|8|4|10
392462|57523|9|1|10
2796243|57523|10|3|10
1898512|57523|11|2|9
2396237|57523|12|2|10
2491683|57523|13|4|11
1043822|57523|14|4|10
952031|57523|15|4|13
1381391|57523|16|2|9
230993|57523|17|2|9
3214253|57523|18|3|9
3152847|57523|19|4|16
128202|57523|20|1|11
20733|57523|21|1|15
2572803|57523|22|4|10
923241|57523|23|1|13
1828111|57523|24|3|10
2204891|57523|25|3|9
2315708|57523|26|2|10
212083|57523|27|2|14
1072085|57523|28|1|10
1614327|57523|29|4|11
582487|57523|30|2|10
113197|57523|31|4|10
444358|57523|32|2|11
