product_id|product_name|aisle_id|department_id
8006|Chopped Organic Garlic|110|13
8021|100% Recycled Paper Towels|54|17
8022|Spinach Pizza|79|1
8025|Uncured Beef Hot Dogs|106|12
8048|Packaged Grape Tomatoes|32|4
8057|Organic Chicken & Mozzarella Ravioli|12|9
8075|Small Compostable Waste Bag|60|17
8076|Euro Classic Brioche Hot Dog Buns|43|3
8087|Florida Orange Juice With Calcium & Vitamin D|31|7
8103|Irresistible Dairy Free Slices Provolone Style Cheese Alternative|21|16
8104|Instant Espresso Coffee|26|7
8112|Almond Mozzarella Style Cheese Alternative|21|16
8128|Stage 1 First Apples|92|18
8138|Traditional Hummus|67|20
8158|Relaxing Lavender Foam Bath|25|11
8163|Alfredo Cheezy Mac|42|1
8167|Sweet Potato & Sea Salt Brown Rice & Wheat Crackers|78|19
8174|Organic Navel Orange|24|4
8186|Baby Food Pouch - Butternut Squash, Carrot & Chickpea|92|18
8193|Russet Potato|83|4
8197|PlusShot Blueberry Acai Probiotic Juice Drink|31|7
8200|Alfredo Sauce Mix|9|9
8204|Traditional Favorites Tomato & Basil Pasta Sauce|9|9
8214|Easy Mac Original Flavor Macaroni & Cheese Dinner|4|9
8224|Chicken Bouillon Cubes|69|15
8228|Zero XXX Acai Blueberry Pomegranate|64|7
8230|100% Recycled Bathroom Tissue|54|17
8239|Peanut Butter Creamy With Salt|88|13
8262|Hot Mexican-Style Chili Powder|104|13
8277|Apple Honeycrisp Organic|24|4
8290|Cream of Chicken and Mushroom Condensed Soup|69|15
8297|Organic Heavy Cream|53|16
8309|Nonfat Icelandic Style Strawberry Yogurt|120|16
8320|Organic Einkorn Checkerboard Cookies|61|19
8339|Crackers Almond Flour Rosemary Sea Salt|78|19
8382|Organic Tomato Bisque|1|20
8390|Diet Ginger Ale|77|7
8412|Green Peas No Salt Added|116|1
8415|Flex Wand Lighter|87|17
8422|Grape Juice Sparkling Peach|33|6
8424|Broccoli Crown|83|4
8436|Organic Waffles Flax Plus|52|1
8442|Caffeine Free Peach DeTox Tea|94|7
8448|Arrabiata Pasta Sauce|9|9
8460|Hearty Thick Cut Bacon|106|12
8467|Cinnamon Raisin Bread|112|3
8475|Diet 12 Oz Ginger Ale|77|7
8478|Tortilla Chips, Clasico, Bacon Habanero|107|19
8479|Original Black Box Tablewater Cracker|78|19
8490|Strawberry Rhubarb Yogurt|120|16
8501|Breakfast Blend Medium Keurig Brewed K-Cups Ground Coffee|26|7
8516|Ancient Grain Granola Cranberry Pecan|57|14
8518|Organic Red Onion|83|4
8532|Garbanzo Bean Curry Pie|13|20
8571|Baby Cucumbers|32|4
8574|Squash & Sweet Peas Stage 2|92|18
8580|VitaminWater Zero™ XXX Acai Blueberry Pomegranate|64|7
8614|Organic Greens & Pineapple Juice Blend|31|7
8615|Sparkling Pomegranate|77|7
8631|Family Size Bag of French Green Beans|83|4
8637|Diet Pepsi|77|7
8638|Vanilla Milk Chocolate Almond Ice Cream Bars|37|1
8645|Buffalo Style Boneless Chicken Wyngz|129|1
8670|Diced Tomatoes|81|15
8671|Semi-Sweet Chocolate Premium Baking Chips|17|13
8680|Natural Choice Smoked Sliced Deli Turkey|96|20
8693|Dairy Free French Vanilla Creamer Almond Milk|100|21
8710|Dairy Free Coconut Milk Blueberry Yogurt Alternative|120|16
8722|Ravioli with Spinach & Ricotta|38|1
8732|Dipps Chocolatey Covered Chocolate Chip Granola Bars|3|19
8736|Synergy Organic & Raw Cosmic Cranberry|31|7
8740|Sourdough Rye Bread|112|3
8743|Fully Cooked Turkey Sausage Patties|106|12
8803|Fully Husked & Trimmed Super Sweet Corn|32|4
8832|Cinnamon Bread|112|3
8859|Natural Spring Water|115|7
8866|Organic White Chocolate Peanut Butter Cups|45|19
8898|Little Bites Chocolate Chip Muffins|61|19
8903|Semi-Sweet Mini Chocolate Chips|17|13
8912|Pears, Kale & Spinach Organic Baby Food|92|18
8923|Chocolate Milk Cartons 2% Reduced Fat|84|16
8940|Organic Pizza Snack Mix Crackers|125|19
8952|Multigrain Pancake & Waffle Mix|130|14
8955|Basil|16|4
8968|Tangerine Juice|98|7
8993|Fruit Tea Sampler Herbal Tea|94|7
9018|All Natural Virgin Lemonade|31|7
9020|Boneless Skinless Chicken Thighs|35|12
9034|Gluten Free Vanilla Glazed Donuts|119|1
9047|Premium Epsom Salt|133|11
9071|Navel Oranges Bag|24|4
9076|Blueberries|116|1
9077|Herbal Tea Lemon & Ginger Caffeine Free Tea Bags|94|7
9079|Large Rectangle Containers|85|17
9092|Organic Vegetable Broth|69|15
9106|Chocolate Pudding|71|16
9124|Broccoli & Cheddar Bake Meal Bowl|38|1
9130|Honey Graham Snacks|61|19
9133|Original Long Grain & Wild Rice Mix|4|9
9138|Lemon Italian Sparkling Mineral Water|115|7
9159|Chopped Ginger|110|13
9175|Diet Coke Caffeine Free Soda|77|7
9177|Friends Honey, Chocolate & Chocolate Chip Bunny Grahams Whole Grain Snacks|61|19
9186|Culinary Coconut Milk|91|16
9189|Organic Avocados 5 Count|32|4
9202|Golden Beet|83|4
9203|Dairy Free Coconut Milk Raspberry Yogurt Alternative|120|16
9327|Garlic Powder|104|13
9339|Organic Chicken & Apple Sausage|106|12
9347|Red Beans In Mild Chili Sauce|59|15
9351|Jalapeno Almond Jack Cheese Alternative|21|16
9358|April Fresh Liquid Fabric Softener|75|17
9364|Mild Green Chile Enchilada Sauce|30|6
9365|French Demi Baguette|112|3
9366|Penne Rigate #41 Pasta|131|9
9387|Granny Smith Apples|24|4
9411|Unsweetened Iced Coffee|26|7
9416|Mayo Sriracha|72|13
9421|Organic Raw Multigreen Kobmbucha|31|7
9426|Nine Grain Sourdough Dough|112|3
9434|Bag of Large Lemons|34|1
9444|Original Tortilla Strips|107|19
9472|Organic Red Cherry Tomato|83|4
9477|Medium Cheddar Cheese|21|16
9480|Spinach Tortillas 8 Count|58|1
9507|Honey Turkey Breast|96|20
9515|Natural Classic Pork Breakfast Sausage|52|1
9521|Organic Whole O's Gluten Free Cereal|121|14
9525|Natural Hibiscus Tea|94|7
9534|Organic White Bread Done Right|112|3
9550|Ancient Grain Original Granola|57|14
9554|Mocha Almond Fudge Minis Almond Milk Frozen Dessert|37|1
9556|Large Pink Lady Apples|24|4
9561|Persimmon Sharon Fruit Cv|24|4
9563|Big Easy Heat & Serve Rice Red Beans & Rice|4|9
9595|Organic Homestyle Mini Waffles|52|1
9598|Gogo Squeez Organic Apple Strawberry Applesauce on the Go|99|15
9601|Organic Yellow Onions|83|4
9623|Sparkling Natural Spring Water|115|7
9626|Diced Tomatoes with Mild Green Chilies|81|15
9643|Organic Balsamic Vinegar of Modena|19|13
9666|Country Morning White Bread|112|3
9681|Chicken Tikka Masala with Cumin Infused Basmati Rice Frozen Meal|38|1
9689|Whole Hearts of Palm|81|15
9703|Blueberry Scones|93|3
9739|Freeze Dried Instant Coffee|26|7
9741|Cheese Pizza|79|1
9755|Original Popcorn|23|19
9772|Sugarfree Spearmint Chewing Gum|20|11
9783|Max Force Laundry Stain Remover|75|17
9796|Gluten Free Tapioca Pudding|71|16
9799|YoKids Strawberry Banana Organic Lowfat Yogurt|120|16
9808|Organic Cottage Cheese|108|16
9825|Organic Multigrain Waffles|52|1
9837|Original Cooking Spray|19|13
9839|Organic Broccoli|83|4
9853|Dill|16|4
9871|Beef Loin New York Strip Steak|122|12
9878|8 Piece Fried Chicken|13|20
9881|Vegan Aged White Cheddar Flavor Puffs|107|19
9894|Panko Crispy Bread Crumbs|5|13
9896|Uncured Applewood Smoked Bacon|106|12
9913|Garden Vegetable Salad Roll|13|20
9932|Natural Creamy Peanut Butter|88|13
9955|Unsweetened Organic Coconut Milk|91|16
9985|Coconut Pumpkin Ultra Hydrating Bodywash|25|11
10006|Low Sodium Refried Black Beans|59|15
10017|Tilapia Filet|39|12
10025|Freeze Dried Strawberry Slices|116|1
10030|Pain Relief Ointment|133|11
10032|Cola Soft Drink|77|7
10049|Deli Sliced Sharp Cheddar Cheese|21|16
10060|Original BBQ Sauce|72|13
10070|Organic 1% Low Fat Milk|84|16
10089|Dolmas|13|20
10102|Carrot and Celery Sticks|123|4
10106|Honey & Maple Turkey Breast|96|20
10108|Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup|24|4
10110|Organic Sumac|104|13
10117|Sausalito Milk Chocolate Macadamia Cookies|61|19
10132|Organic American Cheese Singles|21|16
10137|Udis Gluten Free Italian Sausage Lasagna|38|1
10193|Shredded Carrots|123|4
10221|All Natural New England Style Clam Chowder Soup|69|15
10241|Powdered Confectioners Sugar|17|13
10243|Parchment Paper|85|17
10246|Organic Celery Hearts|83|4
10248|Kosher Dill Pickles|110|13
10258|Pistachios|117|19
10260|Zingz Queso Fundido Baked Snack Crackers|78|19
10292|Family Size Shells & White Cheddar Macaroni & Cheese|4|9
10301|Dark Chocolate Cherry Chia Bar|3|19
10305|Black Plum|24|4
10306|Organic Raw Blue Agave|29|13
10309|Low Sodium Condensed Cream of Mushroom Soup|69|15
10310|Wheat Thins Original|78|19
10343|Teriyaki Chicken Bowl|38|1
10369|Organic Genoa Salami|96|20
10374|Flip Peanut Butter Dream Greek Yogurt|120|16
10385|Organic English Cucumber|83|4
10414|Thai Tom Yum Asian Soup|66|6
10429|Spider-Man Boy's Small/Medium Bedtime Underwear|56|18
10482|Beyond Chicken Lightly Seasoned Strips|14|20
10492|Coconut Milk|66|6
10494|Original Gluten Free Breadcrumbs|5|13
10498|Pancake & Baking Mix|130|14
10504|Yukon Gold Potatoes 5lb Bag|83|4
10509|Organic Animal Crackers|78|19
10514|Assorted Compostable Flatware|111|17
10527|Whipped Butter|36|16
10534|Organic Traditional Udon|66|6
10540|Whole Medjool Dates|18|10
10560|Cheerios Toasted Whole Grain Cereal|121|14
10565|Mellow White Miso|66|6
10599|Premium English Breakfast Black Tea Bags|94|7
10600|Kickstart Midnight Grape|77|7
10602|Brioche Hamburger Buns|43|3
10603|93% Ground Beef|122|12
10607|Prosecco|134|5
10613|Cut & Peeled Baby Carrots|123|4
10628|Instant Long Grain Rice|4|9
10644|Italian Extra Virgin Olive Oil|19|13
10655|Sparkling Seltzer Water|115|7
10673|Original Nooks & Crannies English Muffins|93|3
10685|Organic Fudge Bars|37|1
10749|Organic Red Bell Pepper|83|4
10755|Peanut Butter & Grape Jelly Sandwiches|119|1
10779|Blue Machine 100%  Juice Smoothie|31|7
10804|Organic Cinnamon Raisin Bread|112|3
10814|Applewood Smoked Bacon|106|12
10815|Whole Grain Blends Chicken & Herb|4|9
10819|Original Craisins|117|19
10831|Yobaby Organic Plain Yogurt|120|16
10866|Organic Bunny-Luv Fresh Carrots|83|4
10880|Grade A Cage Free Omega-3 Enriched Medium Eggs|86|16
10885|Live Butter Lettuce|123|4
10895|Mexican Finely Shredded Cheese|21|16
10912|Lowfat Vanilla Yogurt|120|16
10957|Fridge Pack Cola|77|7
10984|Cherry Honey Soothing Relief Drops|11|11
11005|Organic Cream Cheese Bar|108|16
11009|Apple Apple Applesauce On The Go Pouches|99|15
11048|Garlic Herb Almond Cheese|21|16
11068|Medium Cheddar Cheese Block|21|16
11074|Free and Gentle Unscented Liquid Laundry Detergent|75|17
11096|Mediterranean Salt Mill|104|13
11109|Organic 4% Milk Fat Whole Milk Cottage Cheese|108|16
11110|Dark Chocolate Mocha Almond Fruit & Nut Bars|3|19
11129|Banana Bread Mix|105|13
11131|Hot Taco Lawry's Spices & Seasonings|5|13
11136|Organic Low Sodium Chicken Cooking Stock|69|15
11140|Organic Romaine Leaf|123|4
11182|Baby Spinach|123|4
11190|Hardwood Floor Cleaner|114|17
11193|Ancient Grain Blueberry Hemp Granola|57|14
11202|Seaweed Snack Pack Teriyaki Cello|107|19
11212|Apple Blueberry Fruit Yogurt Smoothie|92|18
11224|Organic Cashew Nondairy Blueberry Yogurt|100|21
11231|Chicken Sesame Bbq Bar|45|19
11233|100% Whole Wheat Pre-Sliced Sandwich Thins|43|3
11262|Extra Thick Whole Grain Rolled Oats|130|14
11266|Dried Mangos|117|19
11270|Dried Apples|117|19
11281|Double Stuf Oreo Sandwich Cookies|61|19
11286|Organic Uncured Beef Hot Dog|100|21
11338|Organic Apple Wild Blueberry Baby Food|92|18
11352|Organic Mini Sandwich Crackers Peanut Butter|78|19
11365|Leaf Spinach|32|4
11376|Kettle Cooked  Jalapeño Cheddar Potato Chips|107|19
11384|Naturally Brewed Soy Sauce|66|6
11408|Crushed Tomatoes|81|15
11412|Fabric Softener Dryer Sheet Free & Gentle Fabric Enhancers|75|17
11421|Moroccan Mint Herbal Tea|94|7
11422|Plain Greek Yogurt|120|16
11440|Chicken Breast Tenders Breaded|129|1
11452|Honey Dijon Potato Chips|107|19
11454|Almond Butter Crunchy|88|13
11460|ProteinPLUS Multigrain Thin Spaghetti Pasta|131|9
11461|White Corn Tortillas|128|3
11477|Ezekiel 4:9 Golden Flax Sprouted Grain Crunchy Cereal|121|14
11481|Organic Quinoa & Brown Rice With Garlic|63|9
11492|Zero Ultra Energy Drink|64|7
11512|Honey Yoghurt|120|16
11520|Large Alfresco Eggs|86|16
11526|Napa Cabbage|83|4
11536|Smoked Uncured Kielbasa|49|12
11570|Sesame Cooking Sauce|66|6
11574|Light & Lean Black Bean and Cheese Enchilada|38|1
11576|Corn Chips|107|19
11577|Pure Ground Black Pepper|104|13
11619|Dairy Free Coconut Milk Chocolate Yogurt Alternative|120|16
11628|Authentic Israeli Fresh Classic Hummus|67|20
11629|Classic Meatless Meatballs|14|20
11662|Organic Green Kale|83|4
11676|Midnight Reverie Intense Dark Chocolate|45|19
11679|Deli Fresh Rotisserie Seasoned Chicken Breast|96|20
11686|Pizza, Thin & Crispy, Ionian Awakening|79|1
11688|Lemon Fruit & Nut Food Bar|3|19
11744|Macrobar Cherries N Berries|3|19
11759|Organic Simply Naked Pita Chips|107|19
11777|Red Raspberries|123|4
11781|Mushroom, Spinach, and Salsa Tamales|30|6
11782|Bing Cherries|24|4
11786|Free & Clear All-Purpose Natural Cleaner|114|17
11807|Rustic Italian Vegetable Soup|69|15
11843|Wildberries Organic Probiotic Whole Milk Kefir|120|16
11844|Dolmas Stuffed Grape Leaves|110|13
11871|Organic Cranberry Sauce|67|20
11874|Italian Ground Turkey, Lean|49|12
11885|Sparkling Water, Bottles|115|7
11896|Organic Ice Cream Chocolate Chocolate Chip|37|1
11933|Grated Parmigiano Reggiano|2|16
11934|Organic Greens & Apple Juice|31|7
11946|Lowfat Strawberry Goat Milk Yogurt|120|16
11961|Organic Nuts & Vanilla Beverage|31|7
11980|Heritage Flakes Cereal|121|14
11988|Unscented One-Ply Bathroom Tissues|54|17
12023|Toasted Coconut Chips Original Recipe|117|19
12030|Herbs Ginger Blend Spices|16|4
12034|Carrot, Mango, & Coconut With Red Lentils Organic Baby Food|92|18
12035|Classic Coleslaw Salad|123|4
12036|Gluten-Free Supergrain Pasta Organic Corn & Quinoa Blend Penne|131|9
12053|Panama Peach Antioxidant Infusion|31|7
12057|Fresh Pasta Sauce, Marinara Sauce|9|9
12060|Unsweetened Whole Milk Mixed Berry Greek Yogurt|120|16
12087|Chicken Flavor Ramen Noodle Soup|4|9
12089|Citrus + Mint Soap|25|11
12090|Organic Flaxseed Granola|57|14
12099|Honey Greek Yogurt|120|16
12113|Corn Starch|17|13
12115|French Onion Chips|107|19
12121|Chewy Peanut Peanut Butter Granola Bars|3|19
12125|Organic Peace Pasta & Parmesan Macaroni & Cheese|4|9
12126|Chopped Baby Spinach|116|1
12139|White Cheddar Bunnies|78|19
12144|Gluten-Free Chicken Nuggets|34|1
12196|Chicken Quesadilla|13|20
12204|Vegetable Medley|116|1
12206|Basil Pesto|9|9
12218|Classic Wheat Bread|112|3
12223|Light & Lean Roasted Polenta With Swiss Chard|38|1
12232|Original Diced Tomatoes & Green Chilies|81|15
12238|Farmhouse Mac & Cheese|38|1
12254|Organic Cherries|123|4
12258|Organic White English Muffins|93|3
12260|Ground Cinnamon|104|13
12271|Smoked Pulled Pork|96|20
12276|Chocolate Chip Cookie Dough Ice Cream|37|1
12290|Brie|2|16
12299|Dried Blueberries|117|19
12302|Sparkling Water, Natural Mango Essenced|115|7
12312|Lavender Hand Soap|25|11
12315|Dairy Free Hazelnut Coconut Milk Creamer|91|16
12341|Hass Avocados|32|4
12357|Purple Cauliflower|83|4
12358|Hamburger Dill Chips|110|13
12381|Bowls Tortilla Casserole & Black Beans|42|1
12409|Organic Distilled White Vinegar|19|13
12419|Organic Sage|16|4
12427|Original Beef Jerky|23|19
12442|Basil Dish Soap|74|17
12455|Reduced Sugar Craisins|117|19
12456|Organic Sunday Bacon|106|12
12477|Vanilla Dairy-Free Yogurt|120|16
12481|Oreo Chocolate Sandwich Cookies|61|19
12492|Baby Food Pears Squash|92|18
12499|Fiber Rich Wheat Tortillas Fajita Size|128|3
12513|Light Strawberries 'n Bananas Fat Free Yogurt|120|16
12541|Organic Jazz Apple|24|4
12544|Mezze Penne Pasta|131|9
12545|French Vanilla Coconut Milk Creamer|91|16
12576|Kiwi Sandia Sparkling Water|115|7
12597|Organic Bakery Tortillas Whole Spelt|128|3
12606|100% Natural Spring Water|115|7
12614|Yellow Grape Tomatoes|83|4
12652|Advantage Oral-B Complete Deep Clean Soft Bristles Toothbrush|20|11
12671|Once Daily Probiotic|70|11
12674|Cocoa Noir Cold Brew Coffee With Almondmilk|31|7
12683|Dry Roasted 100 Calorie Packs Almonds|117|19
12732|Organic Ground Turkey|35|12
12745|Yogurt, Lowfat, Strawberry|120|16
12756|Multigrain Oat Bread|112|3
12760|Organic Hojicha Green Tea|94|7
12770|Goat Cheese and Roasted Tomato Mezzelune Pasta|12|9
12774|Jumbo Spaghetti & Meatballs In Hearty Tomato Sauce|59|15
12782|Bun Length Beef Franks|106|12
12792|Steamers Green Beans & Almonds|116|1
12838|Sweet Red Chili Dipping & All-Purpose Sauce|66|6
12845|Chopped Walnuts|117|19
12858|Pecan Pie Fruit & Nut Food Bar|3|19
12872|Penne Rigate|131|9
12909|Crunchy Flamin' Hot|107|19
12911|Liquid Laundry Detergent, Original scent|75|17
12914|Corn Tortilla Chips|107|19
12916|Ginger Ale|77|7
12932|Super Greens Veggie Burgers|42|1
12938|Complete Maximum Strength Caplets|133|11
12939|Jumbo Garlic|83|4
12941|Morning Oat Crunch|121|14
12945|Signature Recipes Vodka Sauce Pasta Sauce|9|9
12950|Gluten Free Organic Oat Based Cereal|130|14
12955|Super Foods/Organic Apples, Spinach, Peas & Broccoli + Super Chia Snack Pouch|92|18
12975|100% Baby Kale|83|4
12980|Large Greenhouse Tomato|83|4
12992|Real Bleu Cheese Dressing Dipping|89|13
12998|Organic Du Puy Lentils|63|9
13015|Pie Crust|17|13
13017|Sparkling Blood Orange Soda|77|7
13032|Cinnamon Toast Crunch|121|14
13040|Bold Sriracha Flavored Almonds|117|19
13042|with Crispy Almonds Cereal|121|14
13064|Sweet Water Hand Wash|127|11
13068|Overstuffed Beef Ravioli|59|15
13083|Lowfat Small Curd Cottage Cheese|108|16
13085|Organic Hot Cocoa Mix|64|7
13108|Vegetable Oil, Pure & 100% Natural|19|13
13113|Organic Apple Juice Boxes|98|7
13114|Organic Sprouted Mung Beans|63|9
13129|Delifresh Mesquite Turkey Breast, 98% Fat Free, Gluten Free|96|20
13143|Lavender Hand Sanitizer Wipes|25|11
13147|GOLEAN Crisp! Toasted Berry Crumble Cereal|121|14
13176|Bag of Organic Bananas|24|4
13196|Sheep's Milk Halloumi Cheese|21|16
13198|85% Lean Ground Beef|122|12
13212|Ground Black Pepper|104|13
13223|Grape Seed Oil, All Natural|19|13
13225|Lowfat Milk|84|16
13231|Organic Cayenne Pepper|104|13
13249|Skim Milk|84|16
13251|Organic Chamomile with Lavender Herbal Tea Bags|94|7
13259|Organic Variety Pack|98|7
13263|Non Fat Acai & Mixed Berries Yogurt|120|16
13280|Unfiltered Extra Virgin Olive Oil|19|13
13292|Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon|31|7
13304|Whole Peeled Tomatoes|81|15
13318|Organic YoToddler Pouch Pear Spinach Mango Yogurt|120|16
13335|Happy Pho Zesty Ginger Brown Rice Noodle Soup|66|6
13370|Packaging Tape High Performance|87|17
13373|Food Coloring|97|13
13380|Organic Blue Corn Tortilla Chips|107|19
13391|Perfect Pinch Italian Seasoning|104|13
13419|Tofu Black Bean Veggie Pie|13|20
13431|Flaky Biscuits|105|13
13440|Chili Garlic Sauce|66|6
13457|Pad Thai Brown Rice Noodles|66|6
13496|Tofu Shirataki|66|6
13497|Gluten and Dairy Free Sonoma Veggie Burger|42|1
13500|Mild Sliced Cheddar Cheese|21|16
13502|Blue Cheese Crumbles Cheese|21|16
13504|Baked Chicken|38|1
13512|Organic Smoked Chicken Breast|96|20
13517|Whole Wheat Bread|112|3
13535|Organic Medium Salsa|51|13
13539|Purify Coconut Water Cleansing Wipes|109|11
13548|Guacamole Dip|67|20
13549|Lavender Scent Surface Scrub|114|17
13575|Apples|24|4
13605|Frosted berry Strawberry Toaster Pastries|48|14
13629|Organic Snipped Green Beans|83|4
13636|100% Natural Diced Fire Roasted Tomatoes|81|15
13639|Sliced Almonds|17|13
13646|Lemon Hummus|67|20
13654|Savory Butter Rolls|43|3
13660|Original Kombucha|94|7
13702|Good Seed Organic Thin Sliced Bread|112|3
13707|Essential Red|28|5
13712|Cold Brew Coffee Double Espresso with Almond Milk|91|16
13718|Grape with Electrolytes & Vitamins Water Beverage|64|7
13733|Red Potatoes|83|4
13740|Organic Summer Strawberry Bunny Fruit Snacks|50|19
13759|Raspberry Soft Serve Fruit Pop|37|1
13774|Sun Blossom Probiotic Kombucha|31|7
13780|Thyme|16|4
13805|Gluten Free Everything Baked Cracker|78|19
13819|Roasted Salted Cashews|117|19
13829|Mild Salsa|51|13
13838|Natural Free & Clear Dish Liquid|74|17
13841|Caffe Verona Dark Keurig Brewed K-Cups Ground Coffee|26|7
13848|Goat Cheese & Basil Ravioli|12|9
13851|Organic Classic Sea Salt  Oven Crinkles Fries|129|1
13852|Organic Broccoli Crown|83|4
13870|Lightly Salted Baked Snap Pea Crisps|107|19
13874|Organic Pumpkin|17|13
13877|Smoked Salmon|15|12
13885|Caramel Cookie Crunch Gelato|37|1
13899|Mint Glide Floss Picks|20|11
13914|Cheez-It Baked Snack Crackers|78|19
13936|Naturally Hickory Smoked Bacon|106|12
13951|Mixed Fruit Snacks|50|19
13955|Colby Jack Shredded Cheese|21|16
13966|Chicken Pot Pie|38|1
13968|Rustic Tomato Basil Sauce|9|9
13984|Organic Mint|16|4
13988|Snow Peas|83|4
13997|Braeburn Apple|24|4
14050|Double Chocolate Chip Protein Bar|3|19
14063|Triscuit Original Baked Whole Grain Wheat Crackers|78|19
14074|Cheese Alternative, American Style, Slices|21|16
14086|Sparkling Apple Juice|98|7
14111|Light, Very Vanilla|120|16
14126|Gluten and Dairy Free Rice Macaroni and Cheeze|38|1
14127|Tesora Medium Roast|26|7
14129|Organic Chicken Bone Broth|69|15
14143|Hot Roasted Habanero Salsa|51|13
14147|Sweet Cream Salted Butter|36|16
14159|Seedless Watermelon|24|4
14161|Kiwi|24|4
14168|Penne Pasta|131|9
14183|Fruit & Nutty Almonds Raisins Cranberries Pecans Granola|57|14
14197|Tomato Paste|9|9
14199|Black Cherry Gelato|37|1
14211|Baby Food Stage 2 Pumpkin Banana|92|18
14218|Grade A Large Eggs Cage Free Omega 3|86|16
14223|Fettuccine  No. 6 Pasta|131|9
14233|Natural Artesian Water|115|7
14242|Organic Sweetened Condensed Milk|17|13
14252|Coke Zero Diet Soda|77|7
14277|Kava Stress Relief Tea|94|7
14306|Organic Packham Or Anjou Pears|110|13
14309|Sprouted Pumpkin Seeds with Celtic Sea Salt|117|19
14332|Organic Yellow Mustard|72|13
14333|Pluot|24|4
14335|Phish Food® Ice Cream|37|1
14355|Organic Beef Bone Broth|69|15
14377|Couscous, Israeli, Pearl, Original|63|9
14379|BBQ Chicken Crispy Thin Crust Pizza|79|1
14386|Cherry Preserves|51|13
14399|Limeade|31|7
14401|2-Ply 100% Recycled White Facial Tissues|54|17
14444|Smokehouse Almonds|117|19
14447|Chocolate Mint Builder's Bar|3|19
14453|Uncured Bacon|106|12
14462|Sliced Black Olives|110|13
14467|Sweet Baguette|112|3
14477|Organic Spaghetti|131|9
14488|Sliced Muenster Cheese|21|16
14529|Vegan Tortilla Soup with Baked Chips|69|15
14531|Organic Chicken Fingers|49|12
14542|Wicked Fresh! Spearmint Ice Toothpaste|20|11
14553|Oats & Honey Granola|57|14
14577|Cinnamon Cashew Vanilla Organic Cold-Pressed Coffee|31|7
14612|Sea Salt Grinder|104|13
14627|Organic Chewy Oatmeal Raisin Granola Bars|3|19
14633|Veggie Chips|107|19
14643|Organic Light In Sodium Traditional Refried Beans|59|15
14645|De Mexico|77|7
14651|Tommy/Kent/Keitt/Haden Mango|24|4
14673|Natural Glass and Surface Cleaner|114|17
14678|Organic Frozen Peas|116|1
14702|Maple Honey Ham|96|20
14711|Organic Lowfat Mango Kefir|70|11
14715|Coconut Water|98|7
14744|Organic Steak Sauce|5|13
14766|Sparkling Grapefruit|77|7
14785|Stage 1: Newborn HEC Liquid Detergent|75|17
14786|Sriracha Hommus|67|20
14804|Organic Cream Of Chicken Soup|69|15
14809|Organic Earl Grey Black Tea Bags 15 Count|94|7
14814|Gluteen Free Center Cut Applewood Smoked Uncured Bacon|106|12
14815|Health Nut Bread|112|3
14820|Grill Mates Montreal Steak Seasoning|104|13
14833|Sweet Rejuvenation Cashew Butter Macrobar|3|19
14842|Potato & Ricotta Gnocchi|12|9
14853|Organic Oat Non-Dairy Original Beverage|91|16
14858|Multigrain Pita Chips|107|19
14862|Aged White Cheddar Puffs Cheese Snacks|23|19
14863|Cellentani Pasta|131|9
14867|Honey Bunny Grahams|61|19
14870|Icelandic Style Fat Free Plain Yogurt|120|16
14872|All Natural Powder Cleanser|114|17
14881|Organic Yukon Select Fries|129|1
14890|Shelled Walnuts|117|19
14891|Black Coffee|26|7
14897|Sweet Potato Yam|83|4
14901|Raisins|117|19
14905|Hickory & Brown Sugar Barbecue Sauce|5|13
14922|Clarifying Shampoo|22|11
14945|Egg & Smoked Gouda Multi-Grain Flatbread Breakfast Sandwich|52|1
14947|Pure Sparkling Water|115|7
14952|Sweet & Crunchy Salad Blend|123|4
14955|Organic Prune Juice|98|7
14986|Wild Mushroom & Herb Rice Pilaf Mix|4|9
14992|Green Beans|83|4
14999|Grade A Large Brown Eggs|86|16
15000|Blueberry Fig Teething Wafers|92|18
15028|Polenta, Organic, Traditional Italian|63|9
15030|Seltzer Calorie-free|115|7
15035|Tall Kitchen Bags, Handle-Tie, 13 Gal|60|17
15040|Organic Acorn Squash|83|4
15063|Organic Cashew Nondairy Vanilla Yogurt|100|21
15081|Eggs, Organic, Pasture-Raised, Large|86|16
15083|Hommus Sundried Tomato & Basil|51|13
15085|Spot's Stew Dry Cat Food Formula Chicken Recipe|41|8
15125|Tender white meat turkey & stuffing in a homestyle gravy with russet mashed potatoes Roast Turkey|38|1
15153|Blue Machine Boosted 100% Juice Smoothie|31|7
15164|De Mexico Bottle|77|7
15202|White Premium Chunk Chicken Breast With Rib Meat in Water|95|15
15269|Natural Medium Cheddar Cheese|21|16
15290|Orange Bell Pepper|83|4
15328|Peanut Butter Filled Pretzels|107|19
15349|Organic Raw Agave Nectar|29|13
15355|Italian Style Veggie Protein Smart Sausages|14|20
15359|All Purpose Flour|17|13
15372|Meditating Cedarwood Mineral Bath|25|11
15379|Clean Breeze Ultra Liquid Fabric Softener|75|17
15386|Whole Grain White Corn Salted Tortilla Chips|107|19
15392|Organic Mayonnaise|72|13
